"","MEdarkgreen","MEbrown","MEturquoise","MEwhite","MEred","MEpink"
"RIL_42_UN",0.0715135743472671,0.0144276873849095,-0.0401409477710472,-0.0603707063241725,0.0270092397328394,-0.0133939659281774
"RIL_46_CR",0.0716284378148011,-0.0137488802825218,-0.0448165820249068,-0.0638059349418207,-0.00497571424511775,0.0254651513259552
"RIL_46_UN",0.0739068135935524,-0.0314271495335611,0.0482393502349756,-0.0735730347788745,-0.0632908896972474,-0.0767262542565817
"RIL_53_CR",0.0698470811974113,0.104631317480652,0.0272354360069259,-0.0655975882570927,-0.045344757043846,0.00785705510968962
"RIL_53_UN",0.0689018818825872,0.0478715135029303,-0.0231839463331783,-0.0593703320071667,-0.0286786266564354,-0.00715994811443185
"RIL_60_CR",-0.0103680657655883,0.00061270199436453,-0.0193517571319559,0.0149080060433973,0.0534777454958052,-0.0277252147705835
"RIL_60_UN",-0.0193537595889321,-0.0473806740387288,-0.103335336114407,0.00703942935585708,0.11567969463888,0.137072016099331
"RIL_63_CR",0.0659682513017913,0.0913237045179983,0.00110579389050635,-0.073049330038042,-0.0397900647326368,0.0401091587755521
"RIL_63_UN",0.0630872118488636,-0.082198467384241,-0.0450087581192829,-0.0798122571634944,0.0484034254352533,-0.0733207990620962
"RIL_65_CR",-0.0494122601008265,0.0559438270356638,0.0376299348158274,0.0585892251977739,-0.0715440542274684,-0.0547888278474759
"RIL_65_UN",-0.058442557198264,-0.00306525373869021,0.0402866130014416,0.0606834233085783,-0.0178769678473447,-0.0323269335932488
"RIL_66_CR",0.0667872256057542,0.0451517428292949,0.0201015184284964,-0.0710237376018718,-0.0788857710090901,-0.0359856571579478
"RIL_66_UN",0.0665452609362722,-0.0403702479067147,-0.0245886591644089,-0.062185067053361,-0.0531923759475144,-0.0477677051758433
"RIL_69_CR",-0.0915504681319567,-0.0761200123203201,-0.0931023701604554,0.0867201814431921,0.107557763883541,0.019175899080101
"RIL_69_UN",-0.0990153579418384,-0.0940181265728742,-0.109321710224683,0.0828284961749554,0.12882303576952,0.0715843203932869
"RIL_7_CR",0.0638065698352113,0.0484122217975961,-0.0198940680845291,-0.059790250681413,-0.027438387652067,-0.00199049965316044
"RIL_7_UN",0.0607424947813438,-0.0413697891267826,0.0140025336442242,-0.0536029155236513,0.0147229128385121,-0.0158131204484116
"RIL_70_CR",-0.0217049342110781,-0.0331617746602853,0.145797464244206,0.0689552703778759,-0.129629384397209,-0.139609521162652
"RIL_70_UN",-0.0284737241794333,-0.0828441620155595,0.0747814338827993,0.0666337597139479,-0.0809761470960165,-0.134746848303698
"RIL_73_CR",0.00237125744154463,0.038861987545629,0.0427977408079648,-0.0425316307603571,-0.0488612280264757,-0.0286143109385543
"RIL_73_UN",0.0135882720878484,0.0697649665909532,0.118502976418013,-0.0335219758535252,-0.0985766832927735,-0.0896782390661112
"RIL_76_CR",0.0689120323969047,0.0576659205353283,0.0628078885964669,-0.0689401013905812,-0.111787661180227,-0.0733060997295718
"RIL_76_UN",0.0695685950942,0.0108602313819024,-0.0387742704547975,-0.0724552076067732,-0.025939438514577,-0.0375805330184435
"RIL_80_CR",0.0731877908064616,0.0319061220327599,-0.0564750604965545,-0.0614902539109574,0.0491297425571427,0.059109772097142
"RIL_80_UN",0.0677410124897098,0.0417715865646837,-0.093027119791133,-0.0638114509263588,0.059464589210242,0.109142221441112
"RIL_89_CR",0.0748393249338413,0.158360388584773,0.00252953884579951,-0.071311325140169,-0.103615948287499,-0.00832124773704476
"RIL_89_UN",0.065114904902066,0.0197957214585293,-0.0763817834873002,-0.0727085534536524,0.0474743086852628,0.0215855483726385
"RIL_9_CR",0.0789436549367874,-0.0117535851999887,-0.0630655337851661,-0.0708573871466916,0.0678409354581832,-0.0236887340875648
"RIL_9_UN",0.0774775334321115,0.0121926309522909,-0.0221075013044885,-0.0781354606254483,0.0163615914052292,-0.0138987571775588
"RIL_93_CR",-0.0615490831923842,0.0817869381801663,0.032141104170183,0.0699230585897476,-0.0163798070702651,0.0860199350858123
